POSTNR,POSTSTAD,POSTNR- OG STAD,BRUKSOMRÅDE,FOLKETAL,BYDEL,KOMMNR,KOMMUNE,FYLKE,LAT,LON,DATAKVALITET,DATAKVALITETSFORKLARING,SIST OPPDATERT
6655,Vindøla,6655 VINDØLA,Gate-/veg-adresse,217,,1566,Surnadal,Møre og Romsdal,62.9916,8.9238,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6656,Surnadal,6656 SURNADAL,Postboksar,,,1566,Surnadal,Møre og Romsdal,62.97411,8.7274,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6657,Rindal,6657 RINDAL,Gate-/veg-adresse,1593,,1567,Rindal,Møre og Romsdal,63.0565,9.2124,2,Koordinatane er retta av Erik Bolstad,17/09/2013 14:08
6658,Rindalsskogen,6658 RINDALSSKOGEN,Gate-/veg-adresse,479,,1567,Rindal,Møre og Romsdal,63.0993,9.3233,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:03
6659,Rindal,6659 RINDAL,Postboksar,,,1567,Rindal,Møre og Romsdal,63.05462,9.21268,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6664,Bøfjorden (ikkje i bruk),6664 BØFJORDEN (ikkje i bruk),Historisk,,,1566,Surnadal,Møre og Romsdal,63.0197,8.3655,6,Usikker plassering,04/10/2018 02:10
6670,Øydegard,6670 ØYDEGARD,Gate-/veg-adresse,566,,1560,Tingvoll,Møre og Romsdal,63.01127,7.97472,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6671,ØYDEGARD,6671 ØYDEGARD,Postboksar,,,1560,Tingvoll,Møre og Romsdal,63.01127,7.97472,6,Usikker plassering,03/10/2018 21:40
6674,Kvisvik,6674 KVISVIK,Gate-/veg-adresse,499,,1560,Tingvoll,Møre og Romsdal,63.0646,7.9863,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6680,Halsanaustan,6680 HALSANAUSTAN,Gate-/veg-adresse,424,,1571,Halsa,Møre og Romsdal,63.0689,8.2274,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:04
6683,Vågland,6683 VÅGLAND,Gate-/veg-adresse,570,,1571,Halsa,Møre og Romsdal,63.1194,8.2825,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:07
6684,Valsøyfjord (ikkje i bruk),6684 VALSØYFJORD (ikkje i bruk),Historisk,,,1571,Halsa,Møre og Romsdal,63.12412,8.55909,6,Usikker plassering,04/10/2018 02:10
6686,Valsøybotn,6686 VALSØYBOTN,Gate-/veg-adresse,295,,1571,Halsa,Møre og Romsdal,63.0942,8.6167,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6687,Valsøyfjord,6687 VALSØYFJORD,Gate-/veg-adresse,371,,1571,Halsa,Møre og Romsdal,63.12412,8.55909,1,Koordinatane gjeld postkontoret,28/10/2018 13:03
6688,Vågland,6688 VÅGLAND,Postboksar,,,1571,Halsa,Møre og Romsdal,63.11967,8.31743,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6689,Aure,6689 AURE,Postboksar,5,,1576,Aure,Møre og Romsdal,63.26791,8.53117,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6690,Aure,6690 AURE,Gate-/veg-adresse,1287,,1576,Aure,Møre og Romsdal,63.2676,8.5327,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6693,Mjosundet,6693 MJOSUNDET,Gate-/veg-adresse,221,,1576,Aure,Møre og Romsdal,63.227,8.502,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:10
6694,Foldfjorden,6694 FOLDFJORDEN,Gate-/veg-adresse,433,,1576,Aure,Møre og Romsdal,63.2615,8.3967,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:09
6696,Kjørsvikbugen (ikkje i bruk),6696 KJØRSVIKBUGEN (ikkje i bruk),Historisk,,,1576,Aure,Møre og Romsdal,63.41251,8.73062,6,Usikker plassering,04/10/2018 02:10
6697,Vihals,6697 VIHALS,Gate-/veg-adresse,226,,1576,Aure,Møre og Romsdal,63.3461,8.6879,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6698,Lesund,6698 LESUND,Gate-/veg-adresse,178,,1576,Aure,Møre og Romsdal,63.331,8.4705,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6699,Kjørsvikbugen,6699 KJØRSVIKBUGEN,Gate-/veg-adresse,239,,1576,Aure,Møre og Romsdal,63.41251,8.73062,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6700,Måløy,6700 MÅLØY,Gate-/veg-adresse,2672,,1439,Vågsøy,Sogn og Fjordane,61.936,5.1144,5,Koordinatane er retta av ein yr.no-brukar,04/10/2018 01:02
6701,Måløy,6701 MÅLØY,Postboksar,,,1439,Vågsøy,Sogn og Fjordane,61.93971,5.12152,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6702,Måløy,6702 MÅLØY,Postboksar,,,1439,Vågsøy,Sogn og Fjordane,61.941,5.1128,3,Koordinatane er kontrollerte av ein yr.no-brukar,0000-00-00 00:00:00
6703,Måløy,6703 MÅLØY,Postboksar,,,1439,Vågsøy,Sogn og Fjordane,61.941,5.1128,3,Koordinatane er kontrollerte av ein yr.no-brukar,0000-00-00 00:00:00
6704,Deknepollen,6704 DEKNEPOLLEN,Postboksar,,,1439,Vågsøy,Sogn og Fjordane,61.92326,5.1502,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6706,Måløy (ikkje i bruk),6706 MÅLØY (ikkje i bruk),Fleire bruksområde,,,1439,Vågsøy,Sogn og Fjordane,61.941,5.1128,3,Koordinatane er kontrollerte av ein yr.no-brukar,03/10/2018 16:30
6707,Raudeberg,6707 RAUDEBERG,Postboksar,,,1439,Vågsøy,Sogn og Fjordane,61.98169,5.13592,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6708,Bryggja,6708 BRYGGJA,Postboksar,,,1439,Vågsøy,Sogn og Fjordane,61.93776,5.42874,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6710,Raudeberg,6710 RAUDEBERG,Gate-/veg-adresse,1228,,1439,Vågsøy,Sogn og Fjordane,61.9851,5.137,5,Koordinatane er retta av ein yr.no-brukar,04/10/2018 01:02
6711,Bryggja,6711 BRYGGJA,Gate-/veg-adresse,582,,1439,Vågsøy,Sogn og Fjordane,61.9386,5.4296,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6713,Almenningen,6713 ALMENNINGEN,Gate-/veg-adresse,153,,1439,Vågsøy,Sogn og Fjordane,61.9144,5.2341,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6714,Silda,6714 SILDA,Gate-/veg-adresse,16,,1439,Vågsøy,Sogn og Fjordane,62.0124,5.1978,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6715,Barmen,6715 BARMEN,Gate-/veg-adresse,41,,1441,Selje,Sogn og Fjordane,61.9991,5.2879,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6716,Husevåg,6716 HUSEVÅG,Gate-/veg-adresse,38,,1439,Vågsøy,Sogn og Fjordane,61.9165,5.0405,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6717,Flatraket,6717 FLATRAKET,Gate-/veg-adresse,503,,1441,Selje,Sogn og Fjordane,61.9743,5.2284,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6718,Deknepollen,6718 DEKNEPOLLEN,Gate-/veg-adresse,1323,,1439,Vågsøy,Sogn og Fjordane,61.9273,5.141,3,Koordinatane er kontrollerte av ein yr.no-brukar,04/10/2018 01:02
6719,Skatestraumen,6719 SKATESTRAUMEN,Gate-/veg-adresse,28,,1438,Bremanger,Sogn og Fjordane,61.8754,5.2279,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6721,Svelgen,6721 SVELGEN,Postboksar,,,1438,Bremanger,Sogn og Fjordane,61.76896,5.29009,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6722,Skatestraumen (ikkje i bruk),6722 SKATESTRAUMEN (ikkje i bruk),Historisk,,,1438,Bremanger,Sogn og Fjordane,61.8754,5.2279,6,Usikker plassering,04/10/2018 02:10
6723,Svelgen,6723 SVELGEN,Gate-/veg-adresse,1529,,1438,Bremanger,Sogn og Fjordane,61.7693,5.2939,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:22
6726,Bremanger,6726 BREMANGER,Postboksar,,,1438,Bremanger,Sogn og Fjordane,61.83962,4.98632,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6727,Bremanger,6727 BREMANGER,Gate-/veg-adresse,1057,,1438,Bremanger,Sogn og Fjordane,61.8406,4.9811,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6728,Kalvåg,6728 KALVÅG,Postboksar,,,1438,Bremanger,Sogn og Fjordane,61.76681,4.87946,1,Koordinatane gjeld postkontoret,03/10/2018 20:24
6729,Kalvåg,6729 KALVÅG,Gate-/veg-adresse,592,,1438,Bremanger,Sogn og Fjordane,61.7662,4.8751,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6730,Davik,6730 DAVIK,Gate-/veg-adresse,330,,1438,Bremanger,Sogn og Fjordane,61.8916,5.5306,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6731,Davik (ikkje i bruk),6731 DAVIK (ikkje i bruk),Postboksar,,,1438,Bremanger,Sogn og Fjordane,61.88913,5.55106,1,Koordinatane gjeld postkontoret,27/01/2016 16:30
6734,Rugsund,6734 RUGSUND,Gate-/veg-adresse,210,,1438,Bremanger,Sogn og Fjordane,61.8879,5.3313,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:18
6737,Ålfoten,6737 ÅLFOTEN,Gate-/veg-adresse,184,,1438,Bremanger,Sogn og Fjordane,61.8389,5.6746,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6740,Selje,6740 SELJE,Gate-/veg-adresse,1165,,1441,Selje,Sogn og Fjordane,62.0459,5.351,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:17
6741,Selje,6741 SELJE,Postboksar,,,1441,Selje,Sogn og Fjordane,62.04502,5.34461,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6744,Barmen (ikkje i bruk),6744 BARMEN (ikkje i bruk),Historisk,,,1441,Selje,Sogn og Fjordane,61.9991,5.2879,6,Usikker plassering,04/10/2018 02:10
6748,Flatraket (ikkje i bruk),6748 FLATRAKET (ikkje i bruk),Historisk,,,1441,Selje,Sogn og Fjordane,61.9743,5.2284,6,Usikker plassering,04/10/2018 02:10
6750,Stadlandet,6750 STADLANDET,Gate-/veg-adresse,1111,,1441,Selje,Sogn og Fjordane,62.1197,5.3156,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6751,Stadlandet,6751 STADLANDET,Postboksar,,,1441,Selje,Sogn og Fjordane,62.11833,5.31686,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6760,Bryggja (ikkje i bruk),6760 BRYGGJA (ikkje i bruk),Historisk,,,1439,Vågsøy,Sogn og Fjordane,61.9386,5.4296,6,Usikker plassering,04/10/2018 02:10
6761,Hornindal,6761 HORNINDAL,Postboksar,,,1444,Hornindal,Sogn og Fjordane,61.96843,6.52429,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6762,Almenningen (ikkje i bruk),6762 ALMENNINGEN (ikkje i bruk),Historisk,,,1439,Vågsøy,Sogn og Fjordane,61.9144,5.2341,6,Usikker plassering,04/10/2018 02:10
6763,Hornindal,6763 HORNINDAL,Gate-/veg-adresse,1205,,1444,Hornindal,Sogn og Fjordane,61.9701,6.5277,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:15
6765,Haus (ikkje i bruk),6765 HAUS (ikkje i bruk),Historisk,,,1253,Osterøy,Hordaland,60.4531,5.496,6,Usikker plassering,04/10/2018 02:10
6766,Kjølsdalen (ikkje i bruk),6766 KJØLSDALEN (ikkje i bruk),Historisk,,,1443,Eid,Sogn og Fjordane,61.9171,5.6318,6,Usikker plassering,04/10/2018 02:10
6767,Stårheim (ikkje i bruk),6767 STÅRHEIM (ikkje i bruk),Historisk,,,1443,Eid,Sogn og Fjordane,61.9193,5.7601,6,Usikker plassering,04/10/2018 02:10
6768,Naustdal (ikkje i bruk),6768 NAUSTDAL (ikkje i bruk),Historisk,,,1433,Naustdal,Sogn og Fjordane,61.51081,5.71741,6,Usikker plassering,04/10/2018 02:10
6770,Nordfjordeid,6770 NORDFJORDEID,Gate-/veg-adresse,4612,,1443,Eid,Sogn og Fjordane,61.9121,5.9856,5,Koordinatane er retta av ein yr.no-brukar,04/10/2018 01:02
6771,Nordfjordeid,6771 NORDFJORDEID,Postboksar,,,1443,Eid,Sogn og Fjordane,61.9087,5.99095,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6772,Nordfjordeid,6772 NORDFJORDEID,Postboksar,,,1443,Eid,Sogn og Fjordane,61.9087,5.991,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
6773,NORDFJORDEID,6773 NORDFJORDEID,Gate-/veg-adresse,,,1443,Eid,Sogn og Fjordane,61.9328,5.8954,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:07
6774,NORDFJORDEID,6774 NORDFJORDEID,Gate-/veg-adresse,,,1443,Eid,Sogn og Fjordane,61.92,6.081,2,Koordinatane er retta av Erik Bolstad,28/10/2018 10:38
6775,NORDFJORDEID (ikkje i bruk),6775 NORDFJORDEID (ikkje i bruk),Usikker,,,1443,Eid,Sogn og Fjordane,61.9121,5.9856,6,Usikker plassering,03/10/2018 21:28
6776,Kjølsdalen,6776 KJØLSDALEN,Gate-/veg-adresse,470,,1443,Eid,Sogn og Fjordane,61.9171,5.6318,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6777,Stårheim,6777 STÅRHEIM,Gate-/veg-adresse,666,,1443,Eid,Sogn og Fjordane,61.9193,5.7601,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6778,Lote,6778 LOTE,Gate-/veg-adresse,83,,1443,Eid,Sogn og Fjordane,61.8682,6.0754,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6779,Holmøyane,6779 HOLMØYANE,Gate-/veg-adresse,70,,1443,Eid,Sogn og Fjordane,61.9354,6.4136,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6780,Hyen (ikkje i bruk),6780 HYEN (ikkje i bruk),Historisk,,,1445,Gloppen,Sogn og Fjordane,61.73964,5.91721,6,Usikker plassering,04/10/2018 02:10
6781,Stryn,6781 STRYN,Postboksar,,,1449,Stryn,Sogn og Fjordane,61.90413,6.71904,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6782,Stryn,6782 STRYN,Postboksar,,,1449,Stryn,Sogn og Fjordane,61.9047,6.7208,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
6783,Stryn,6783 STRYN,Gate-/veg-adresse,3353,,1449,Stryn,Sogn og Fjordane,61.9046,6.7214,5,Koordinatane er retta av ein yr.no-brukar,17/09/2013 14:08
6784,Olden,6784 OLDEN,Postboksar,,,1449,Stryn,Sogn og Fjordane,61.83719,6.80948,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6785,STRYN (ikkje i bruk),6785 STRYN (ikkje i bruk),Usikker,,,1449,Stryn,Sogn og Fjordane,61.90413,6.71904,6,Usikker plassering,03/10/2018 21:28
6786,Hestenesøyra (ikkje i bruk),6786 HESTENESØYRA (ikkje i bruk),Historisk,,,1445,Gloppen,Sogn og Fjordane,61.84,6.0049,6,Usikker plassering,04/10/2018 02:10
6788,Olden,6788 OLDEN,Gate-/veg-adresse,894,,1449,Stryn,Sogn og Fjordane,61.8338,6.8093,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6789,Loen,6789 LOEN,Gate-/veg-adresse,743,,1449,Stryn,Sogn og Fjordane,61.8719,6.8482,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:15
6790,LOEN,6790 LOEN,Postboksar,,,1449,Stryn,Sogn og Fjordane,61.87187,6.84815,6,Usikker plassering,03/10/2018 18:51
6791,Oldedalen,6791 OLDEDALEN,Gate-/veg-adresse,128,,1449,Stryn,Sogn og Fjordane,61.7012,6.8093,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6792,Briksdalsbre,6792 BRIKSDALSBRE,Gate-/veg-adresse,4,,1449,Stryn,Sogn og Fjordane,61.6646,6.8222,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6793,Innvik,6793 INNVIK,Gate-/veg-adresse,559,,1449,Stryn,Sogn og Fjordane,61.85215,6.61444,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6794,INNVIK,6794 INNVIK,Postboksar,,,1449,Stryn,Sogn og Fjordane,61.85215,6.61444,6,Usikker plassering,03/10/2018 18:51
6795,Blaksæter,6795 BLAKSÆTER,Gate-/veg-adresse,435,,1449,Stryn,Sogn og Fjordane,61.8595,6.5265,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6796,Hopland,6796 HOPLAND,Gate-/veg-adresse,180,,1449,Stryn,Sogn og Fjordane,61.867,6.3146,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6797,Utvik,6797 UTVIK,Gate-/veg-adresse,338,,1449,Stryn,Sogn og Fjordane,61.8064,6.5189,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6798,Hjelledalen,6798 HJELLEDALEN,Gate-/veg-adresse,174,,1449,Stryn,Sogn og Fjordane,61.9183,7.1691,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6799,Oppstryn,6799 OPPSTRYN,Gate-/veg-adresse,208,,1449,Stryn,Sogn og Fjordane,61.9081,7.0587,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6800,Førde,6800 FØRDE,Gate-/veg-adresse,11794,,1432,Førde,Sogn og Fjordane,61.4522,5.8572,2,Koordinatane er retta av Erik Bolstad,04/10/2018 01:02
6801,Førde,6801 FØRDE,Postboksar,,,1432,Førde,Sogn og Fjordane,61.4514,5.8565,1,Koordinatane gjeld postkontoret,04/10/2018 01:02
6802,Førde,6802 FØRDE,Postboksar,,,1432,Førde,Sogn og Fjordane,61.4514,5.8565,1,Koordinatane gjeld postkontoret,11/10/2018 02:13
6803,Førde,6803 FØRDE,Postboksar,,,1432,Førde,Sogn og Fjordane,61.4514,5.8565,1,Koordinatane gjeld postkontoret,04/12/2012 10:22
6804,Førde,6804 FØRDE,Postboksar,,,1432,Førde,Sogn og Fjordane,61.4514,5.8565,1,Koordinatane gjeld postkontoret,04/12/2012 10:22
6805,Førde,6805 FØRDE,Postboksar,,,1432,Førde,Sogn og Fjordane,61.4514,5.8565,1,Koordinatane gjeld postkontoret,04/12/2012 10:22
6806,Naustdal,6806 NAUSTDAL,Postboksar,,,1433,Naustdal,Sogn og Fjordane,61.51081,5.71741,1,Koordinatane gjeld postkontoret,11/10/2018 02:13
6807,Førde,6807 FØRDE,Postboksar,,,1432,Førde,Sogn og Fjordane,61.4514,5.8565,1,Koordinatane gjeld postkontoret,04/12/2012 10:22
6808,Førde,6808 FØRDE,Postboksar,,,1432,Førde,Sogn og Fjordane,61.44765,5.88617,1,Koordinatane gjeld postkontoret,23/11/2012 16:49
6809,Førde,6809 FØRDE,Gate-/veg-adresse,,,1432,Førde,Sogn og Fjordane,61.4601,5.8505,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:12
6810,Førde,6810 FØRDE,Gate-/veg-adresse,,,1432,Førde,Sogn og Fjordane,61.4606,5.8881,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:05
6811,Førde,6811 FØRDE,Gate-/veg-adresse,,,1432,Førde,Sogn og Fjordane,61.5004,5.9844,2,Koordinatane er retta av Erik Bolstad,28/10/2018 01:57
6812,Førde,6812 FØRDE,Gate-/veg-adresse,,,1432,Førde,Sogn og Fjordane,61.4551,5.8984,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:12
6813,Førde,6813 FØRDE,Gate-/veg-adresse,,,1432,Førde,Sogn og Fjordane,61.4409,5.8966,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:08
6814,Førde,6814 FØRDE,Gate-/veg-adresse,,,1432,Førde,Sogn og Fjordane,61.4505,5.8327,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:17
6815,Førde,6815 FØRDE,Gate-/veg-adresse,,,1432,Førde,Sogn og Fjordane,61.4711,5.7256,2,Koordinatane er retta av Erik Bolstad,28/10/2018 01:59
6816,Naustdal (ikkje i bruk),6816 NAUSTDAL (ikkje i bruk),Postboksar,,,1433,Naustdal,Sogn og Fjordane,61.49027,5.39907,1,Koordinatane gjeld postkontoret,03/10/2018 16:30
6817,Naustdal,6817 NAUSTDAL,Gate-/veg-adresse,2686,,1433,Naustdal,Sogn og Fjordane,61.5111,5.7169,2,Koordinatane er retta av Erik Bolstad,17/09/2013 14:08
6818,Haukedalen,6818 HAUKEDALEN,Gate-/veg-adresse,137,,1432,Førde,Sogn og Fjordane,61.4211,6.3771,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6819,Førde,6819 FØRDE,Gate-/veg-adresse,279,,1432,Førde,Sogn og Fjordane,61.4267,5.9885,2,Koordinatane er retta av Erik Bolstad,28/10/2018 02:03
6820,Førde,6820 FØRDE,Postboksar,,,1432,Førde,Sogn og Fjordane,61.4297,5.952,6,Usikker plassering,11/10/2018 02:34
6821,Sandane,6821 SANDANE,Postboksar,,,1445,Gloppen,Sogn og Fjordane,61.77761,6.21422,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6822,Sandane,6822 SANDANE,Postboksar,,,1445,Gloppen,Sogn og Fjordane,61.7786,6.2136,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
6823,Sandane,6823 SANDANE,Gate-/veg-adresse,3705,,1445,Gloppen,Sogn og Fjordane,61.7728,6.215,2,Koordinatane er retta av Erik Bolstad,17/09/2013 14:08
6824,SANDANE (ikkje i bruk),6824 SANDANE (ikkje i bruk),Usikker,,,1445,Gloppen,Sogn og Fjordane,61.77761,6.21422,6,Usikker plassering,03/10/2018 21:28
6825,Guddal (ikkje i bruk),6825 GUDDAL (ikkje i bruk),Historisk,,,1429,Fjaler,Sogn og Fjordane,61.2463,5.53,6,Usikker plassering,04/10/2018 02:10
6826,Byrkjelo,6826 BYRKJELO,Gate-/veg-adresse,752,,1445,Gloppen,Sogn og Fjordane,61.73324,6.50596,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6827,Breim,6827 BREIM,Gate-/veg-adresse,659,,1445,Gloppen,Sogn og Fjordane,61.7368,6.4086,3,Koordinatane er kontrollerte av ein yr.no-brukar,28/09/2012 16:57
6828,Hestenesøyra,6828 HESTENESØYRA,Gate-/veg-adresse,123,,1445,Gloppen,Sogn og Fjordane,61.84,6.0049,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6829,Hyen,6829 HYEN,Gate-/veg-adresse,465,,1445,Gloppen,Sogn og Fjordane,61.7396,5.9172,2,Koordinatane er retta av Erik Bolstad,28/10/2018 11:06
6830,BYRKJELO,6830 BYRKJELO,Postboksar,,,1445,Gloppen,Sogn og Fjordane,61.73324,6.50596,6,Usikker plassering,03/10/2018 18:55
6831,HYEN,6831 HYEN,Postboksar,,,1445,Gloppen,Sogn og Fjordane,61.73964,5.91721,6,Usikker plassering,03/10/2018 18:52
6834,Skilbrei (ikkje i bruk),6834 SKILBREI (ikkje i bruk),Historisk,,,1430,Gaular,Sogn og Fjordane,61.3814,5.818,6,Usikker plassering,04/10/2018 02:10
6836,Viksdalen (ikkje i bruk),6836 VIKSDALEN (ikkje i bruk),Historisk,,,1430,Gaular,Sogn og Fjordane,61.35088,6.1174,6,Usikker plassering,04/10/2018 02:10
6838,Haukedalen (ikkje i bruk),6838 HAUKEDALEN (ikkje i bruk),Historisk,,,1432,Førde,Sogn og Fjordane,61.4211,6.3771,6,Usikker plassering,04/10/2018 02:10
6840,Vassenden (ikkje i bruk),6840 VASSENDEN (ikkje i bruk),Historisk,,,1431,Jølster,Sogn og Fjordane,61.4909,6.10801,6,Usikker plassering,04/10/2018 02:10
6841,Skei i Jølster,6841 SKEI I JØLSTER,Postboksar,0,,1431,Jølster,Sogn og Fjordane,61.57024,6.48223,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6843,Skei i Jølster,6843 SKEI I JØLSTER,Gate-/veg-adresse,1232,,1431,Jølster,Sogn og Fjordane,61.572,6.485,5,Koordinatane er retta av ein yr.no-brukar,28/09/2012 16:57
6844,VASSENDEN,6844 VASSENDEN,Postboksar,,,1431,Jølster,Sogn og Fjordane,61.4909,6.10801,6,Usikker plassering,03/10/2018 18:54
6845,FJÆRLAND,6845 FJÆRLAND,Postboksar,,,1420,Sogndal,Sogn og Fjordane,61.40591,6.74159,6,Usikker plassering,03/10/2018 18:54
6847,Vassenden,6847 VASSENDEN,Gate-/veg-adresse,1775,,1431,Jølster,Sogn og Fjordane,61.4909,6.108,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:15
6848,Fjærland,6848 FJÆRLAND,Gate-/veg-adresse,257,,1420,Sogndal,Sogn og Fjordane,61.40591,6.74159,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6849,Kaupanger,6849 KAUPANGER,Postboksar,,,1420,Sogndal,Sogn og Fjordane,61.19165,7.22032,1,Koordinatane gjeld postkontoret,11/10/2018 02:34
6851,Sogndal,6851 SOGNDAL,Postboksar,,,1420,Sogndal,Sogn og Fjordane,61.23225,7.10494,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
6852,Sogndal,6852 SOGNDAL,Postboksar,,,1420,Sogndal,Sogn og Fjordane,61.2323,7.1049,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
6853,Sogndal,6853 SOGNDAL,Postboksar,,,1420,Sogndal,Sogn og Fjordane,61.2323,7.1049,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
6854,Kaupanger,6854 KAUPANGER,Gate-/veg-adresse,1434,,1420,Sogndal,Sogn og Fjordane,61.19165,7.22032,1,Koordinatane gjeld postkontoret,03/10/2018 21:21
6855,Frønningen,6855 FRØNNINGEN,Gate-/veg-adresse,11,,1422,Lærdal,Sogn og Fjordane,61.0962,7.0765,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
6856,Sogndal,6856 SOGNDAL,Gate-/veg-adresse,4855,,1420,Sogndal,Sogn og Fjordane,61.2299,7.1005,2,Koordinatane er retta av Erik Bolstad,17/09/2013 14:08
6857,Sogndal,6857 SOGNDAL,Gate-/veg-adresse,,,1420,Sogndal,Sogn og Fjordane,61.2322,7.1049,,,24/09/2019 01:33
6858,Fardal,6858 FARDAL,Gate-/veg-adresse,278,,1420,Sogndal,Sogn og Fjordane,61.1915,7.0228,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:17
6859,Slinde,6859 SLINDE,Gate-/veg-adresse,333,,1420,Sogndal,Sogn og Fjordane,61.16,6.9355,2,Koordinatane er retta av Erik Bolstad,28/10/2018 13:15
6860,Sandane (ikkje i bruk),6860 SANDANE (ikkje i bruk),Historisk,,,1445,Gloppen,Sogn og Fjordane,61.77761,6.21422,6,Usikker plassering,04/10/2018 02:10
6861,Leikanger,6861 LEIKANGER,Postboksar,,,1419,Leikanger,Sogn og Fjordane,61.1835,6.85063,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
6863,Leikanger,6863 LEIKANGER,Gate-/veg-adresse,2222,,1419,Leikanger,Sogn og Fjordane,61.1856,6.808,2,Koordinatane er retta av Erik Bolstad,20/09/2013 11:27
